<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
USDRUB;60;20190625;040000;62.5135000
USDRUB;60;20190625;050000;62.5236000
USDRUB;60;20190625;060000;62.5343000
USDRUB;60;20190625;070000;62.5353000
USDRUB;60;20190625;080000;62.5285000
USDRUB;60;20190625;090000;62.5710000
USDRUB;60;20190625;100000;62.5398000
USDRUB;60;20190625;110000;62.5328000
USDRUB;60;20190625;120000;62.5429000
USDRUB;60;20190625;130000;62.5570000
USDRUB;60;20190625;140000;62.5465000
USDRUB;60;20190625;150000;62.5861000
USDRUB;60;20190625;160000;62.6816000
USDRUB;60;20190625;170000;62.6385000
USDRUB;60;20190625;180000;62.7146000
USDRUB;60;20190625;190000;62.7743000
USDRUB;60;20190625;200000;62.8458000
USDRUB;60;20190625;210000;62.7837000
USDRUB;60;20190625;220000;62.8170000
USDRUB;60;20190625;230000;62.9069000
USDRUB;60;20190626;000000;62.9372000
USDRUB;60;20190626;010000;62.9618000
USDRUB;60;20190626;020000;62.9543000
USDRUB;60;20190626;030000;62.8450000
USDRUB;60;20190626;040000;62.9278000
USDRUB;60;20190626;050000;62.8910000
USDRUB;60;20190626;060000;62.8792000
USDRUB;60;20190626;070000;62.8770000
USDRUB;60;20190626;080000;62.8656000
USDRUB;60;20190626;090000;62.8860000
USDRUB;60;20190626;100000;62.8325000
USDRUB;60;20190626;110000;62.8330000
USDRUB;60;20190626;120000;62.8720000
USDRUB;60;20190626;130000;62.8334000
USDRUB;60;20190626;140000;62.7749000
USDRUB;60;20190626;150000;62.9252000
USDRUB;60;20190626;160000;63.1379000
USDRUB;60;20190626;170000;63.1625000
USDRUB;60;20190626;180000;63.0753000
USDRUB;60;20190626;190000;63.0700000
USDRUB;60;20190626;200000;63.0376000
USDRUB;60;20190626;210000;62.9886000
USDRUB;60;20190626;220000;62.9512000
USDRUB;60;20190626;230000;62.9047000
USDRUB;60;20190627;000000;62.9557000
USDRUB;60;20190627;010000;63.0117000
USDRUB;60;20190627;020000;63.0246000
USDRUB;60;20190627;030000;62.9728000
USDRUB;60;20190627;040000;62.9667000
USDRUB;60;20190627;050000;62.9512000
USDRUB;60;20190627;060000;63.0080000
USDRUB;60;20190627;070000;63.0130000
USDRUB;60;20190627;080000;62.9670000
USDRUB;60;20190627;090000;62.9268000
USDRUB;60;20190627;100000;63.0288000
USDRUB;60;20190627;110000;63.0680000
USDRUB;60;20190627;120000;63.0420000
USDRUB;60;20190627;130000;63.1562000
USDRUB;60;20190627;140000;62.9166000
USDRUB;60;20190627;150000;62.9427000
USDRUB;60;20190627;160000;63.0791000
USDRUB;60;20190627;170000;63.0246000
USDRUB;60;20190627;180000;62.9126000
USDRUB;60;20190627;190000;63.0346000
USDRUB;60;20190627;200000;63.0700000
USDRUB;60;20190627;210000;63.0664000
USDRUB;60;20190627;220000;63.0433000
USDRUB;60;20190627;230000;63.0860000
USDRUB;60;20190628;000000;63.0786000
USDRUB;60;20190628;010000;63.0784000
USDRUB;60;20190628;020000;63.0737000
USDRUB;60;20190628;030000;63.0401000
USDRUB;60;20190628;040000;63.0365000
USDRUB;60;20190628;050000;63.0960000
USDRUB;60;20190628;060000;63.0628000
USDRUB;60;20190628;070000;63.0808000
USDRUB;60;20190628;080000;63.0844000
USDRUB;60;20190628;090000;63.0489000
USDRUB;60;20190628;100000;63.0371000
USDRUB;60;20190628;110000;63.0720000
USDRUB;60;20190628;120000;63.0580000
USDRUB;60;20190628;130000;63.1304000
USDRUB;60;20190628;140000;63.0608000
USDRUB;60;20190628;150000;63.0931000
USDRUB;60;20190628;160000;63.0035000
USDRUB;60;20190628;170000;63.0329000
USDRUB;60;20190628;180000;62.8758000
USDRUB;60;20190628;190000;62.8914000
USDRUB;60;20190628;200000;62.9460000
USDRUB;60;20190628;210000;63.0722000
USDRUB;60;20190628;220000;63.0997000
USDRUB;60;20190628;230000;63.1288000
USDRUB;60;20190629;000000;63.1070000
USDRUB;60;20190629;010000;63.1741000
USDRUB;60;20190629;020000;63.2057000
USDRUB;60;20190629;030000;63.3840000
USDRUB;60;20190629;040000;63.1671000
USDRUB;60;20190701;020000;63.5119000
USDRUB;60;20190701;030000;63.0762000
USDRUB;60;20190701;040000;63.0854000
USDRUB;60;20190701;050000;62.9692000
USDRUB;60;20190701;060000;62.9740000
USDRUB;60;20190701;070000;62.9685000
USDRUB;60;20190701;080000;63.0890000
USDRUB;60;20190701;090000;63.0370000
USDRUB;60;20190701;100000;63.0330000
USDRUB;60;20190701;110000;62.9850000
USDRUB;60;20190701;120000;63.0520000
USDRUB;60;20190701;130000;62.8767000
USDRUB;60;20190701;140000;63.0788000
USDRUB;60;20190701;150000;63.1112000
USDRUB;60;20190701;160000;63.1339000
USDRUB;60;20190701;170000;63.0426000
USDRUB;60;20190701;180000;63.0110000
USDRUB;60;20190701;190000;62.9241000
USDRUB;60;20190701;200000;62.8688000
USDRUB;60;20190701;210000;62.8464000
USDRUB;60;20190701;220000;62.9730000
USDRUB;60;20190701;230000;63.0141000
USDRUB;60;20190702;000000;63.0208000
USDRUB;60;20190702;010000;63.0070000
USDRUB;60;20190702;020000;62.9616000
USDRUB;60;20190702;030000;62.8473000
USDRUB;60;20190702;040000;62.8890000
USDRUB;60;20190702;050000;62.9148000
USDRUB;60;20190702;060000;62.9233000
USDRUB;60;20190702;070000;62.9882000
USDRUB;60;20190702;080000;63.0490000
USDRUB;60;20190702;090000;62.9627000
USDRUB;60;20190702;100000;63.0390000
USDRUB;60;20190702;110000;62.9576000
USDRUB;60;20190702;120000;62.9813000
USDRUB;60;20190702;130000;63.0160000
USDRUB;60;20190702;140000;63.2789000
USDRUB;60;20190702;150000;63.2810000
USDRUB;60;20190702;160000;63.2350000
USDRUB;60;20190702;170000;63.2756000
USDRUB;60;20190702;180000;63.2666000
USDRUB;60;20190702;190000;63.2300000
USDRUB;60;20190702;200000;63.3023000
USDRUB;60;20190702;210000;63.3160000
USDRUB;60;20190702;220000;63.2203000
USDRUB;60;20190702;230000;63.2406000
USDRUB;60;20190703;000000;63.2989000
USDRUB;60;20190703;010000;63.3269000
USDRUB;60;20190703;020000;63.3446000
USDRUB;60;20190703;030000;63.2530000
USDRUB;60;20190703;040000;63.2800000
USDRUB;60;20190703;050000;63.2770000
USDRUB;60;20190703;060000;63.3010000
USDRUB;60;20190703;070000;63.2790000
USDRUB;60;20190703;080000;63.3880000
USDRUB;60;20190703;090000;63.3674000
USDRUB;60;20190703;100000;63.3629000
USDRUB;60;20190703;110000;63.3864000
USDRUB;60;20190703;120000;63.3860000
USDRUB;60;20190703;130000;63.3450000
USDRUB;60;20190703;140000;63.4990000
USDRUB;60;20190703;150000;63.4483000
USDRUB;60;20190703;160000;63.5152000
USDRUB;60;20190703;170000;63.4560000
USDRUB;60;20190703;180000;63.5915000
USDRUB;60;20190703;190000;63.6081000
USDRUB;60;20190703;200000;63.5949000
USDRUB;60;20190703;210000;63.5070000
USDRUB;60;20190703;220000;63.4626000
USDRUB;60;20190703;230000;63.3544000
USDRUB;60;20190704;000000;63.3482000
USDRUB;60;20190704;010000;63.3298000
USDRUB;60;20190704;020000;63.3032000
USDRUB;60;20190704;030000;63.2500000
USDRUB;60;20190704;040000;63.2858000
USDRUB;60;20190704;050000;63.2823000
USDRUB;60;20190704;060000;63.3130000
USDRUB;60;20190704;070000;63.2463000
USDRUB;60;20190704;080000;63.2900000
USDRUB;60;20190704;090000;63.2760000
USDRUB;60;20190704;100000;63.2884000
USDRUB;60;20190704;110000;63.2736000
USDRUB;60;20190704;120000;63.2984000
USDRUB;60;20190704;130000;63.2722000
USDRUB;60;20190704;140000;63.4044000
USDRUB;60;20190704;150000;63.3976000
USDRUB;60;20190704;160000;63.4601000
USDRUB;60;20190704;170000;63.4211000
USDRUB;60;20190704;180000;63.4335000
USDRUB;60;20190704;190000;63.4671000
USDRUB;60;20190704;200000;63.4825000
USDRUB;60;20190704;210000;63.4496000
USDRUB;60;20190704;220000;63.4229000
USDRUB;60;20190704;230000;63.4337000
USDRUB;60;20190705;000000;63.4605000
USDRUB;60;20190705;010000;63.4396000
USDRUB;60;20190705;020000;63.4363000
USDRUB;60;20190705;030000;63.4528000
USDRUB;60;20190705;040000;63.4696000
USDRUB;60;20190705;050000;63.4754000
USDRUB;60;20190705;060000;63.4362000
USDRUB;60;20190705;070000;63.4640000
USDRUB;60;20190705;080000;63.4910000
USDRUB;60;20190705;090000;63.4919000
USDRUB;60;20190705;100000;63.5273000
USDRUB;60;20190705;110000;63.5391000
USDRUB;60;20190705;120000;63.4490000
USDRUB;60;20190705;130000;63.4499000
USDRUB;60;20190705;140000;63.5311000
USDRUB;60;20190705;150000;63.5327000
USDRUB;60;20190705;160000;63.5492000
USDRUB;60;20190705;170000;63.3969000
USDRUB;60;20190705;180000;63.5130000
USDRUB;60;20190705;190000;63.6408000
USDRUB;60;20190705;200000;63.7463000
USDRUB;60;20190705;210000;63.7992000
USDRUB;60;20190705;220000;63.8480000
USDRUB;60;20190705;230000;63.7628000
USDRUB;60;20190706;000000;63.7766000
USDRUB;60;20190706;010000;63.8092000
USDRUB;60;20190706;020000;63.7923000
USDRUB;60;20190706;030000;63.7900000
USDRUB;60;20190706;040000;63.6942000
USDRUB;60;20190707;230000;63.7710000
USDRUB;60;20190708;020000;63.7670000
USDRUB;60;20190708;030000;63.6969000
USDRUB;60;20190708;040000;63.6233000
USDRUB;60;20190708;050000;63.5793000
USDRUB;60;20190708;060000;63.7270000
USDRUB;60;20190708;070000;63.7638000
USDRUB;60;20190708;080000;63.7689000
USDRUB;60;20190708;090000;63.7673000
USDRUB;60;20190708;100000;63.7546000
USDRUB;60;20190708;110000;63.7810000
USDRUB;60;20190708;120000;63.7864000
USDRUB;60;20190708;130000;63.8939000
USDRUB;60;20190708;140000;63.8337000
USDRUB;60;20190708;150000;63.8350000
USDRUB;60;20190708;160000;63.8492000
USDRUB;60;20190708;170000;63.8174000
USDRUB;60;20190708;180000;63.6848000
USDRUB;60;20190708;190000;63.6762000
USDRUB;60;20190708;200000;63.5635000
USDRUB;60;20190708;210000;63.5787000
USDRUB;60;20190708;220000;63.5276000
USDRUB;60;20190708;230000;63.6129000
USDRUB;60;20190709;000000;63.6247000
USDRUB;60;20190709;010000;63.6390000
USDRUB;60;20190709;020000;63.6528000
USDRUB;60;20190709;030000;63.6139000
USDRUB;60;20190709;040000;63.6131000
USDRUB;60;20190709;050000;63.6437000
USDRUB;60;20190709;060000;63.6470000
USDRUB;60;20190709;070000;63.6990000
USDRUB;60;20190709;080000;63.7210000
USDRUB;60;20190709;090000;63.6852000
USDRUB;60;20190709;100000;63.6958000
USDRUB;60;20190709;110000;63.7050000
USDRUB;60;20190709;120000;63.6982000
USDRUB;60;20190709;130000;63.6994000
USDRUB;60;20190709;140000;63.7270000
USDRUB;60;20190709;150000;63.8215000
USDRUB;60;20190709;160000;63.8500000
USDRUB;60;20190709;170000;63.7739000
USDRUB;60;20190709;180000;63.6887000
USDRUB;60;20190709;190000;63.7356000
USDRUB;60;20190709;200000;63.7751000
USDRUB;60;20190709;210000;63.8400000
USDRUB;60;20190709;220000;63.6862000
USDRUB;60;20190709;230000;63.8083000
USDRUB;60;20190710;000000;63.8803000
USDRUB;60;20190710;010000;63.8066000
USDRUB;60;20190710;020000;63.8920000
USDRUB;60;20190710;030000;63.7873000
USDRUB;60;20190710;040000;63.7586000
USDRUB;60;20190710;050000;63.8080000
USDRUB;60;20190710;060000;63.8280000
USDRUB;60;20190710;070000;63.7984000
USDRUB;60;20190710;080000;63.8050000
USDRUB;60;20190710;090000;63.8133000
USDRUB;60;20190710;100000;63.8420000
USDRUB;60;20190710;110000;63.8098000
USDRUB;60;20190710;120000;63.8016000
USDRUB;60;20190710;130000;63.8293000
USDRUB;60;20190710;140000;63.7810000
USDRUB;60;20190710;150000;63.7462000
USDRUB;60;20190710;160000;63.7474000
USDRUB;60;20190710;170000;63.6371000
USDRUB;60;20190710;180000;63.5440000
USDRUB;60;20190710;190000;63.3200000
USDRUB;60;20190710;200000;63.3063000
USDRUB;60;20190710;210000;63.2816000
USDRUB;60;20190710;220000;63.1906000
USDRUB;60;20190710;230000;63.1381000
USDRUB;60;20190711;000000;63.1476000
USDRUB;60;20190711;010000;63.1205000
USDRUB;60;20190711;020000;63.1790000
USDRUB;60;20190711;030000;63.0923000
USDRUB;60;20190711;040000;63.0857000
USDRUB;60;20190711;050000;63.1170000
USDRUB;60;20190711;060000;63.1240000
USDRUB;60;20190711;070000;63.1264000
USDRUB;60;20190711;080000;63.1289000
USDRUB;60;20190711;090000;63.0920000
USDRUB;60;20190711;100000;63.0536000
USDRUB;60;20190711;110000;63.0650000
USDRUB;60;20190711;120000;63.1065000
USDRUB;60;20190711;130000;63.1174000
USDRUB;60;20190711;140000;62.9651000
USDRUB;60;20190711;150000;62.9684000
USDRUB;60;20190711;160000;62.9512000
USDRUB;60;20190711;170000;62.8886000
USDRUB;60;20190711;180000;62.9575000
USDRUB;60;20190711;190000;62.9537000
USDRUB;60;20190711;200000;62.9152000
USDRUB;60;20190711;210000;62.8531000
USDRUB;60;20190711;220000;62.8153000
USDRUB;60;20190711;230000;62.8471000
USDRUB;60;20190712;000000;62.8954000
USDRUB;60;20190712;010000;62.8537000
USDRUB;60;20190712;020000;62.8490000
USDRUB;60;20190712;030000;62.8190000
USDRUB;60;20190712;040000;62.7990000
USDRUB;60;20190712;050000;62.7932000
USDRUB;60;20190712;060000;62.7997000
USDRUB;60;20190712;070000;62.8001000
USDRUB;60;20190712;080000;62.8870000
USDRUB;60;20190712;090000;62.8478000
USDRUB;60;20190712;100000;62.8498000
USDRUB;60;20190712;110000;62.8417000
USDRUB;60;20190712;120000;62.7888000
USDRUB;60;20190712;130000;62.8779000
USDRUB;60;20190712;140000;62.9913000
USDRUB;60;20190712;150000;63.0090000
USDRUB;60;20190712;160000;63.0423000
USDRUB;60;20190712;170000;63.0590000
USDRUB;60;20190712;180000;63.0640000
USDRUB;60;20190712;190000;63.1102000
USDRUB;60;20190712;200000;63.0344000
USDRUB;60;20190712;210000;63.0807000
USDRUB;60;20190712;220000;63.0280000
USDRUB;60;20190712;230000;62.9587000
USDRUB;60;20190713;000000;62.9630000
USDRUB;60;20190713;010000;62.9650000
USDRUB;60;20190713;020000;62.9294000
USDRUB;60;20190713;030000;62.9828000
USDRUB;60;20190713;040000;62.9061000
USDRUB;60;20190713;050000;62.9900000
USDRUB;60;20190715;050000;63.1340000
USDRUB;60;20190715;060000;63.1191000
USDRUB;60;20190715;070000;63.1379000
USDRUB;60;20190715;080000;63.1290000
USDRUB;60;20190715;090000;63.1420000
USDRUB;60;20190715;100000;63.1091000
USDRUB;60;20190715;110000;63.1124000
USDRUB;60;20190715;120000;63.1042000
USDRUB;60;20190715;130000;63.0275000
USDRUB;60;20190715;140000;62.7486000
USDRUB;60;20190715;150000;62.7805000
USDRUB;60;20190715;160000;62.6277000
USDRUB;60;20190715;170000;62.5754000
USDRUB;60;20190715;180000;62.6231000
USDRUB;60;20190715;190000;62.6012000
USDRUB;60;20190715;200000;62.7210000
USDRUB;60;20190715;210000;62.6273000
USDRUB;60;20190715;220000;62.6434000
USDRUB;60;20190715;230000;62.6876000
USDRUB;60;20190716;000000;62.6560000
USDRUB;60;20190716;010000;62.6376000
USDRUB;60;20190716;020000;62.6480000
USDRUB;60;20190716;030000;62.6040000
USDRUB;60;20190716;040000;62.6140000
USDRUB;60;20190716;050000;62.6254000
USDRUB;60;20190716;060000;62.6810000
USDRUB;60;20190716;070000;62.6648000
USDRUB;60;20190716;080000;62.6589000
USDRUB;60;20190716;090000;62.6710000
USDRUB;60;20190716;100000;62.6563000
USDRUB;60;20190716;110000;62.6416000
USDRUB;60;20190716;120000;62.7508000
USDRUB;60;20190716;130000;62.6568000
USDRUB;60;20190716;140000;62.8338000
USDRUB;60;20190716;150000;62.7738000
USDRUB;60;20190716;160000;62.7610000
USDRUB;60;20190716;170000;62.8012000
USDRUB;60;20190716;180000;62.7379000
USDRUB;60;20190716;190000;62.7863000
USDRUB;60;20190716;200000;62.7844000
USDRUB;60;20190716;210000;62.8012000
USDRUB;60;20190716;220000;62.8256000
USDRUB;60;20190716;230000;62.9880000
USDRUB;60;20190717;000000;62.9827000
USDRUB;60;20190717;010000;62.9900000
USDRUB;60;20190717;020000;62.9695000
USDRUB;60;20190717;030000;63.0163000
USDRUB;60;20190717;040000;62.9980000
USDRUB;60;20190717;050000;62.9840000
USDRUB;60;20190717;060000;62.9687000
USDRUB;60;20190717;070000;62.9694000
USDRUB;60;20190717;080000;62.9948000
USDRUB;60;20190717;090000;63.0050000
USDRUB;60;20190717;100000;63.0210000
USDRUB;60;20190717;110000;62.9712000
USDRUB;60;20190717;120000;63.0149000
USDRUB;60;20190717;130000;62.9557000
USDRUB;60;20190717;140000;62.9375000
USDRUB;60;20190717;150000;62.8614000
USDRUB;60;20190717;160000;62.8098000
USDRUB;60;20190717;170000;62.7007000
USDRUB;60;20190717;180000;62.8079000
USDRUB;60;20190717;190000;62.7592000
USDRUB;60;20190717;200000;62.7999000
USDRUB;60;20190717;210000;62.8748000
USDRUB;60;20190717;220000;62.7076000
USDRUB;60;20190717;230000;62.8147000
USDRUB;60;20190718;000000;62.8511000
USDRUB;60;20190718;010000;62.9160000
USDRUB;60;20190718;020000;62.9189000
USDRUB;60;20190718;030000;62.8701000
USDRUB;60;20190718;040000;62.9100000
USDRUB;60;20190718;050000;62.9231000
USDRUB;60;20190718;060000;62.9283000
USDRUB;60;20190718;070000;62.9180000
USDRUB;60;20190718;080000;62.9599000
USDRUB;60;20190718;090000;62.9709000
USDRUB;60;20190718;100000;62.9670000
USDRUB;60;20190718;110000;62.9650000
USDRUB;60;20190718;120000;62.9610000
USDRUB;60;20190718;130000;62.8350000
USDRUB;60;20190718;140000;62.8164000
USDRUB;60;20190718;150000;62.8852000
USDRUB;60;20190718;160000;62.9008000
USDRUB;60;20190718;170000;62.9249000
USDRUB;60;20190718;180000;62.9689000
USDRUB;60;20190718;190000;62.9817000
USDRUB;60;20190718;200000;63.0169000
USDRUB;60;20190718;210000;63.0600000
USDRUB;60;20190718;220000;63.0350000
USDRUB;60;20190718;230000;62.9790000
USDRUB;60;20190719;000000;62.9679000
USDRUB;60;20190719;010000;62.8654000
USDRUB;60;20190719;020000;62.8602000
USDRUB;60;20190719;030000;62.7292000
USDRUB;60;20190719;040000;62.8481000
USDRUB;60;20190719;050000;62.9087000
USDRUB;60;20190719;060000;62.9091000
USDRUB;60;20190719;070000;62.8730000
USDRUB;60;20190719;080000;62.8293000
USDRUB;60;20190719;090000;62.8550000
USDRUB;60;20190719;100000;62.7703000
USDRUB;60;20190719;110000;62.8107000
USDRUB;60;20190719;120000;62.7963000
USDRUB;60;20190719;130000;62.8795000
USDRUB;60;20190719;140000;62.8519000
USDRUB;60;20190719;150000;62.9453000
USDRUB;60;20190719;160000;62.9850000
USDRUB;60;20190719;170000;62.9790000
USDRUB;60;20190719;180000;63.0360000
USDRUB;60;20190719;190000;63.0230000
USDRUB;60;20190719;200000;62.8923000
USDRUB;60;20190719;210000;62.9802000
USDRUB;60;20190719;220000;62.9897000
USDRUB;60;20190719;230000;62.9835000
USDRUB;60;20190720;000000;62.9492000
USDRUB;60;20190720;010000;62.9738000
USDRUB;60;20190720;020000;62.9770000
USDRUB;60;20190720;030000;63.0100000
USDRUB;60;20190720;040000;62.9374000
USDRUB;60;20190722;020000;63.0094000
USDRUB;60;20190722;040000;62.7635000
USDRUB;60;20190722;050000;63.0795000
USDRUB;60;20190722;060000;62.9670000
USDRUB;60;20190722;070000;63.0076000
USDRUB;60;20190722;080000;63.0541000
USDRUB;60;20190722;090000;63.0060000
USDRUB;60;20190722;100000;63.0185000
USDRUB;60;20190722;110000;62.9652000
USDRUB;60;20190722;120000;62.9813000
USDRUB;60;20190722;130000;63.0020000
USDRUB;60;20190722;140000;62.9728000
USDRUB;60;20190722;150000;62.9792000
USDRUB;60;20190722;160000;62.9863000
USDRUB;60;20190722;170000;62.9715000
USDRUB;60;20190722;180000;62.9994000
USDRUB;60;20190722;190000;62.9655000
USDRUB;60;20190722;200000;62.9812000
USDRUB;60;20190722;210000;63.0371000
USDRUB;60;20190722;220000;63.0600000
USDRUB;60;20190722;230000;63.0634000
USDRUB;60;20190723;000000;63.0788000
USDRUB;60;20190723;010000;63.1026000
USDRUB;60;20190723;020000;63.0593000
USDRUB;60;20190723;030000;63.0123000
USDRUB;60;20190723;040000;63.0350000
USDRUB;60;20190723;050000;62.9998000
USDRUB;60;20190723;060000;62.9976000
USDRUB;60;20190723;070000;63.0116000
USDRUB;60;20190723;080000;63.0100000
USDRUB;60;20190723;090000;63.0369000
USDRUB;60;20190723;100000;63.0651000
USDRUB;60;20190723;110000;63.0520000
USDRUB;60;20190723;120000;63.0705000
USDRUB;60;20190723;130000;63.2257000
USDRUB;60;20190723;140000;63.0700000
USDRUB;60;20190723;150000;63.1301000
USDRUB;60;20190723;160000;63.1879000
USDRUB;60;20190723;170000;63.1941000
USDRUB;60;20190723;180000;63.1907000
USDRUB;60;20190723;190000;63.1512000
USDRUB;60;20190723;200000;63.1696000
USDRUB;60;20190723;210000;63.2776000
USDRUB;60;20190723;220000;63.2580000
USDRUB;60;20190723;230000;63.2639000
USDRUB;60;20190724;000000;63.1610000
USDRUB;60;20190724;010000;63.1677000
USDRUB;60;20190724;020000;63.1546000
USDRUB;60;20190724;030000;63.1663000
USDRUB;60;20190724;040000;63.1930000
USDRUB;60;20190724;050000;63.1882000
USDRUB;60;20190724;060000;63.1776000
USDRUB;60;20190724;070000;63.1790000
USDRUB;60;20190724;080000;63.1862000
USDRUB;60;20190724;090000;63.1830000
USDRUB;60;20190724;100000;63.1836000
USDRUB;60;20190724;110000;63.1818000
USDRUB;60;20190724;120000;63.1807000
USDRUB;60;20190724;130000;63.1300000
USDRUB;60;20190724;140000;63.0982000
USDRUB;60;20190724;150000;63.1070000
USDRUB;60;20190724;160000;63.0192000
USDRUB;60;20190724;170000;63.0159000
USDRUB;60;20190724;180000;63.1380000
USDRUB;60;20190724;190000;63.1400000
USDRUB;60;20190724;200000;63.0715000
USDRUB;60;20190724;210000;63.0504000
USDRUB;60;20190724;220000;63.1236000
USDRUB;60;20190724;230000;63.1041000
USDRUB;60;20190725;000000;63.2303000
USDRUB;60;20190725;010000;63.2801000
USDRUB;60;20190725;020000;63.2815000
USDRUB;60;20190725;030000;63.3020000
USDRUB;60;20190725;040000;63.2293000
USDRUB;60;20190725;050000;63.2378000
USDRUB;60;20190725;060000;63.2468000
USDRUB;60;20190725;070000;63.2445000
USDRUB;60;20190725;080000;63.2368000
USDRUB;60;20190725;090000;63.2383000
USDRUB;60;20190725;100000;63.2559000
USDRUB;60;20190725;110000;63.2303000
USDRUB;60;20190725;120000;63.2255000
USDRUB;60;20190725;130000;63.2163000
USDRUB;60;20190725;140000;63.0959000
USDRUB;60;20190725;150000;63.1344000
USDRUB;60;20190725;160000;63.0947000
USDRUB;60;20190725;170000;63.0772000
USDRUB;60;20190725;180000;63.0909000
USDRUB;60;20190725;190000;62.9625000
USDRUB;60;20190725;200000;63.1290000
USDRUB;60;20190725;210000;63.0241000
USDRUB;60;20190725;220000;63.1470000
USDRUB;60;20190725;230000;63.2567000
USDRUB;60;20190726;000000;63.1927000
USDRUB;60;20190726;010000;63.2200000
USDRUB;60;20190726;020000;63.2310000
USDRUB;60;20190726;030000;63.2420000
USDRUB;60;20190726;040000;63.1682000
USDRUB;60;20190726;050000;63.2080000
USDRUB;60;20190726;060000;63.1150000
USDRUB;60;20190726;070000;63.1180000
USDRUB;60;20190726;080000;63.1340000
USDRUB;60;20190726;090000;63.1281000
USDRUB;60;20190726;100000;63.1380000
USDRUB;60;20190726;110000;63.0860000
USDRUB;60;20190726;120000;63.1100000
USDRUB;60;20190726;130000;63.1281000
USDRUB;60;20190726;140000;63.1626000
USDRUB;60;20190726;150000;63.1250000
USDRUB;60;20190726;160000;63.0799000
USDRUB;60;20190726;170000;63.0666000
USDRUB;60;20190726;180000;63.1431000
USDRUB;60;20190726;190000;63.1137000
USDRUB;60;20190726;200000;63.2461000
USDRUB;60;20190726;210000;63.4151000
USDRUB;60;20190726;220000;63.4306000
USDRUB;60;20190726;230000;63.4154000
USDRUB;60;20190727;000000;63.4050000
USDRUB;60;20190727;010000;63.3569000
USDRUB;60;20190727;020000;63.3716000
USDRUB;60;20190727;030000;62.9900000
USDRUB;60;20190727;040000;62.9180000
USDRUB;60;20190728;230000;63.3896000
USDRUB;60;20190729;010000;63.2243000
USDRUB;60;20190729;020000;63.1091000
USDRUB;60;20190729;030000;63.1553000
USDRUB;60;20190729;040000;63.1491000
USDRUB;60;20190729;050000;63.2054000
USDRUB;60;20190729;060000;63.3896000
USDRUB;60;20190729;070000;63.3951000
USDRUB;60;20190729;080000;63.3592000
USDRUB;60;20190729;090000;63.3519000
USDRUB;60;20190729;100000;63.4089000
USDRUB;60;20190729;110000;63.5069000
USDRUB;60;20190729;120000;63.5477000
USDRUB;60;20190729;130000;63.4632000
USDRUB;60;20190729;140000;63.4339000
USDRUB;60;20190729;150000;63.5397000
USDRUB;60;20190729;160000;63.5093000
USDRUB;60;20190729;170000;63.5290000
USDRUB;60;20190729;180000;63.5461000
USDRUB;60;20190729;190000;63.4538000
USDRUB;60;20190729;200000;63.4655000
USDRUB;60;20190729;210000;63.4724000
USDRUB;60;20190729;220000;63.4643000
USDRUB;60;20190729;230000;63.4343000
USDRUB;60;20190730;000000;63.4050000
USDRUB;60;20190730;010000;63.4015000
USDRUB;60;20190730;020000;63.4295000
USDRUB;60;20190730;030000;63.4264000
USDRUB;60;20190730;040000;63.4436000
USDRUB;60;20190730;050000;63.4199000
USDRUB;60;20190730;060000;63.3880000
USDRUB;60;20190730;070000;63.3959000
USDRUB;60;20190730;080000;63.4016000
USDRUB;60;20190730;090000;63.4080000
USDRUB;60;20190730;100000;63.4167000
USDRUB;60;20190730;110000;63.3217000
USDRUB;60;20190730;120000;63.3200000
USDRUB;60;20190730;130000;63.3366000
USDRUB;60;20190730;140000;63.3620000
USDRUB;60;20190730;150000;63.2699000
USDRUB;60;20190730;160000;63.3071000
USDRUB;60;20190730;170000;63.3094000
USDRUB;60;20190730;180000;63.4971000
USDRUB;60;20190730;190000;63.6322000
USDRUB;60;20190730;200000;63.5620000
USDRUB;60;20190730;210000;63.5170000
USDRUB;60;20190730;220000;63.4495000
USDRUB;60;20190730;230000;63.5124000
USDRUB;60;20190731;000000;63.5196000
USDRUB;60;20190731;010000;63.4796000
USDRUB;60;20190731;020000;63.5262000
USDRUB;60;20190731;030000;63.4949000
USDRUB;60;20190731;040000;63.4964000
USDRUB;60;20190731;050000;63.4931000
USDRUB;60;20190731;060000;63.5090000
USDRUB;60;20190731;070000;63.5000000
USDRUB;60;20190731;080000;63.5029000
USDRUB;60;20190731;090000;63.4562000
USDRUB;60;20190731;100000;63.4110000
USDRUB;60;20190731;110000;63.3814000
USDRUB;60;20190731;120000;63.3900000
USDRUB;60;20190731;130000;63.4172000
USDRUB;60;20190731;140000;63.4520000
USDRUB;60;20190731;150000;63.4374000
USDRUB;60;20190731;160000;63.4409000
USDRUB;60;20190731;170000;63.4980000
USDRUB;60;20190731;180000;63.4179000
USDRUB;60;20190731;190000;63.4319000
USDRUB;60;20190731;200000;63.4034000
USDRUB;60;20190731;210000;63.2515000
USDRUB;60;20190731;220000;63.6710000
USDRUB;60;20190731;230000;63.6264000
USDRUB;60;20190801;000000;63.6210000
USDRUB;60;20190801;010000;63.6210000
USDRUB;60;20190801;020000;63.5870000
USDRUB;60;20190801;030000;63.5403000
USDRUB;60;20190801;040000;63.5200000
USDRUB;60;20190801;050000;63.5100000
