<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
USDRUB;60;20150626;160000;55.1656000
USDRUB;60;20150626;170000;55.0282000
USDRUB;60;20150626;180000;55.1676000
USDRUB;60;20150626;190000;55.2691000
USDRUB;60;20150626;200000;55.2085000
USDRUB;60;20150626;210000;55.0818000
USDRUB;60;20150626;220000;54.8791000
USDRUB;60;20150626;230000;55.0991000
USDRUB;60;20150627;000000;54.9891000
USDRUB;60;20150627;010000;54.9123000
USDRUB;60;20150627;020000;54.7668000
USDRUB;60;20150627;030000;54.2160000
USDRUB;60;20150627;040000;54.9340000
USDRUB;60;20150627;050000;54.9340000
USDRUB;60;20150629;020000;55.7579000
USDRUB;60;20150629;030000;55.4364000
USDRUB;60;20150629;040000;55.2260000
USDRUB;60;20150629;050000;55.4552000
USDRUB;60;20150629;060000;55.4472000
USDRUB;60;20150629;070000;55.4133000
USDRUB;60;20150629;080000;55.0775000
USDRUB;60;20150629;090000;54.9368000
USDRUB;60;20150629;100000;54.8782000
USDRUB;60;20150629;110000;54.9411000
USDRUB;60;20150629;120000;55.1809000
USDRUB;60;20150629;130000;55.2695000
USDRUB;60;20150629;140000;55.4785000
USDRUB;60;20150629;150000;55.3206000
USDRUB;60;20150629;160000;55.4679000
USDRUB;60;20150629;170000;55.4957000
USDRUB;60;20150629;180000;55.4541000
USDRUB;60;20150629;190000;55.3442000
USDRUB;60;20150629;200000;55.3948000
USDRUB;60;20150629;210000;55.4118000
USDRUB;60;20150629;220000;55.4872000
USDRUB;60;20150629;230000;55.4982000
USDRUB;60;20150630;000000;55.4541000
USDRUB;60;20150630;010000;55.5241000
USDRUB;60;20150630;020000;55.5469000
USDRUB;60;20150630;030000;55.6259000
USDRUB;60;20150630;040000;55.1310000
USDRUB;60;20150630;050000;55.2277000
USDRUB;60;20150630;060000;55.2277000
USDRUB;60;20150630;070000;55.1417000
USDRUB;60;20150630;080000;55.4586000
USDRUB;60;20150630;090000;54.6067000
USDRUB;60;20150630;100000;55.3327000
USDRUB;60;20150630;110000;55.3327000
USDRUB;60;20150630;120000;55.0904000
USDRUB;60;20150630;130000;55.6401000
USDRUB;60;20150630;140000;55.7691000
USDRUB;60;20150630;150000;55.7189000
USDRUB;60;20150630;160000;55.5591000
USDRUB;60;20150630;170000;55.5882000
USDRUB;60;20150630;180000;55.7190000
USDRUB;60;20150630;190000;55.6741000
USDRUB;60;20150630;200000;55.7131000
USDRUB;60;20150630;210000;55.6947000
USDRUB;60;20150630;220000;55.3899000
USDRUB;60;20150630;230000;55.2191000
USDRUB;60;20150701;000000;55.1343000
USDRUB;60;20150701;010000;55.2718000
USDRUB;60;20150701;020000;55.1418000
USDRUB;60;20150701;030000;55.2282000
USDRUB;60;20150701;040000;55.2264000
USDRUB;60;20150701;050000;55.2264000
USDRUB;60;20150701;060000;54.7320000
USDRUB;60;20150701;070000;55.2538000
USDRUB;60;20150701;080000;55.2538000
USDRUB;60;20150701;090000;55.2683000
USDRUB;60;20150701;100000;55.2517000
USDRUB;60;20150701;110000;55.4241000
USDRUB;60;20150701;120000;55.5021000
USDRUB;60;20150701;130000;55.6467000
USDRUB;60;20150701;140000;55.4241000
USDRUB;60;20150701;150000;55.4480000
USDRUB;60;20150701;160000;55.2954000
USDRUB;60;20150701;170000;55.3359000
USDRUB;60;20150701;180000;55.4285000
USDRUB;60;20150701;190000;55.3883000
USDRUB;60;20150701;200000;55.5641000
USDRUB;60;20150701;210000;55.5290000
USDRUB;60;20150701;220000;55.5776000
USDRUB;60;20150701;230000;55.5871000
USDRUB;60;20150702;000000;55.6983000
USDRUB;60;20150702;010000;55.8091000
USDRUB;60;20150702;020000;55.7636000
USDRUB;60;20150702;030000;55.7225000
USDRUB;60;20150702;040000;55.7015000
USDRUB;60;20150702;050000;55.7015000
USDRUB;60;20150702;060000;55.7015000
USDRUB;60;20150702;070000;55.7015000
USDRUB;60;20150702;080000;55.7015000
USDRUB;60;20150702;090000;55.4542000
USDRUB;60;20150702;100000;55.7495000
USDRUB;60;20150702;110000;54.9739000
USDRUB;60;20150702;120000;55.7594000
USDRUB;60;20150702;130000;55.7975000
USDRUB;60;20150702;140000;55.5731000
USDRUB;60;20150702;150000;55.6693000
USDRUB;60;20150702;160000;55.7262000
USDRUB;60;20150702;170000;55.7703000
USDRUB;60;20150702;180000;55.6708000
USDRUB;60;20150702;190000;55.6290000
USDRUB;60;20150702;200000;55.4604000
USDRUB;60;20150702;210000;55.4688000
USDRUB;60;20150702;220000;55.4848000
USDRUB;60;20150702;230000;55.3723000
USDRUB;60;20150703;000000;55.3591000
USDRUB;60;20150703;010000;55.4041000
USDRUB;60;20150703;020000;55.4891000
USDRUB;60;20150703;030000;55.2716000
USDRUB;60;20150703;040000;55.0226000
USDRUB;60;20150703;050000;54.9605000
USDRUB;60;20150703;060000;54.9605000
USDRUB;60;20150703;070000;54.5392000
USDRUB;60;20150703;080000;54.6362000
USDRUB;60;20150703;090000;54.6362000
USDRUB;60;20150703;100000;54.6362000
USDRUB;60;20150703;110000;54.9762000
USDRUB;60;20150703;120000;55.0447000
USDRUB;60;20150703;130000;55.2968000
USDRUB;60;20150703;140000;55.6419000
USDRUB;60;20150703;150000;55.7476000
USDRUB;60;20150703;160000;55.6969000
USDRUB;60;20150703;170000;55.7136000
USDRUB;60;20150703;180000;55.6829000
USDRUB;60;20150703;190000;55.7159000
USDRUB;60;20150703;200000;55.7810000
USDRUB;60;20150703;210000;55.8074000
USDRUB;60;20150703;220000;55.9273000
USDRUB;60;20150703;230000;55.9304000
USDRUB;60;20150704;000000;55.8018000
USDRUB;60;20150704;010000;55.9219000
USDRUB;60;20150704;020000;55.9404000
USDRUB;60;20150704;030000;55.9064000
USDRUB;60;20150704;040000;55.9369000
USDRUB;60;20150704;050000;55.9369000
USDRUB;60;20150706;020000;56.1050000
USDRUB;60;20150706;030000;56.0040000
USDRUB;60;20150706;040000;55.8630000
USDRUB;60;20150706;050000;55.8630000
USDRUB;60;20150706;060000;55.9925000
USDRUB;60;20150706;070000;55.8630000
USDRUB;60;20150706;080000;55.8630000
USDRUB;60;20150706;090000;56.0300000
USDRUB;60;20150706;100000;56.0300000
USDRUB;60;20150706;110000;56.0303000
USDRUB;60;20150706;120000;56.0088000
USDRUB;60;20150706;130000;56.0762000
USDRUB;60;20150706;140000;56.3538000
USDRUB;60;20150706;150000;56.5011000
USDRUB;60;20150706;160000;56.3969000
USDRUB;60;20150706;170000;56.4513000
USDRUB;60;20150706;180000;56.4322000
USDRUB;60;20150706;190000;56.3687000
USDRUB;60;20150706;200000;56.4608000
USDRUB;60;20150706;210000;56.5603000
USDRUB;60;20150706;220000;56.5268000
USDRUB;60;20150706;230000;56.5490000
USDRUB;60;20150707;000000;56.5951000
USDRUB;60;20150707;010000;56.7291000
USDRUB;60;20150707;020000;56.8311000
USDRUB;60;20150707;030000;56.5472000
USDRUB;60;20150707;040000;56.7723000
USDRUB;60;20150707;050000;56.6491000
USDRUB;60;20150707;060000;56.6491000
USDRUB;60;20150707;070000;56.6491000
USDRUB;60;20150707;080000;56.0995000
USDRUB;60;20150707;090000;56.0780000
USDRUB;60;20150707;100000;56.7529000
USDRUB;60;20150707;110000;56.8021000
USDRUB;60;20150707;120000;56.8021000
USDRUB;60;20150707;130000;57.0764000
USDRUB;60;20150707;140000;57.1826000
USDRUB;60;20150707;150000;57.1041000
USDRUB;60;20150707;160000;57.2150000
USDRUB;60;20150707;170000;57.3795000
USDRUB;60;20150707;180000;57.5029000
USDRUB;60;20150707;190000;57.3891000
USDRUB;60;20150707;200000;57.5264000
USDRUB;60;20150707;210000;57.5500000
USDRUB;60;20150707;220000;57.2491000
USDRUB;60;20150707;230000;57.1711000
USDRUB;60;20150708;000000;57.1285000
USDRUB;60;20150708;010000;56.8041000
USDRUB;60;20150708;020000;56.5891000
USDRUB;60;20150708;030000;56.5131000
USDRUB;60;20150708;040000;56.5138000
USDRUB;60;20150708;050000;56.3133000
USDRUB;60;20150708;060000;56.3148000
USDRUB;60;20150708;070000;56.3144000
USDRUB;60;20150708;080000;56.3152000
USDRUB;60;20150708;090000;56.1595000
USDRUB;60;20150708;100000;56.3270000
USDRUB;60;20150708;110000;56.4241000
USDRUB;60;20150708;120000;56.6041000
USDRUB;60;20150708;130000;57.1747000
USDRUB;60;20150708;140000;57.2091000
USDRUB;60;20150708;150000;56.9296000
USDRUB;60;20150708;160000;56.9381000
USDRUB;60;20150708;170000;57.0991000
USDRUB;60;20150708;180000;57.0388000
USDRUB;60;20150708;190000;57.0841000
USDRUB;60;20150708;200000;57.1794000
USDRUB;60;20150708;210000;57.2839000
USDRUB;60;20150708;220000;57.4133000
USDRUB;60;20150708;230000;57.4606000
USDRUB;60;20150709;000000;57.5833000
USDRUB;60;20150709;010000;57.5041000
USDRUB;60;20150709;020000;57.4097000
USDRUB;60;20150709;030000;57.3735000
USDRUB;60;20150709;040000;56.4212000
USDRUB;60;20150709;050000;56.4942000
USDRUB;60;20150709;060000;56.4942000
USDRUB;60;20150709;070000;56.4942000
USDRUB;60;20150709;080000;56.4212000
USDRUB;60;20150709;090000;57.0078000
USDRUB;60;20150709;100000;57.0080000
USDRUB;60;20150709;110000;57.0075000
USDRUB;60;20150709;120000;56.7811000
USDRUB;60;20150709;130000;56.9900000
USDRUB;60;20150709;140000;57.0470000
USDRUB;60;20150709;150000;57.0198000
USDRUB;60;20150709;160000;57.0843000
USDRUB;60;20150709;170000;57.0375000
USDRUB;60;20150709;180000;56.8148000
USDRUB;60;20150709;190000;56.7001000
USDRUB;60;20150709;200000;56.7397000
USDRUB;60;20150709;210000;57.0130000
USDRUB;60;20150709;220000;57.1294000
USDRUB;60;20150709;230000;57.1154000
USDRUB;60;20150710;000000;57.0656000
USDRUB;60;20150710;010000;57.1991000
USDRUB;60;20150710;020000;57.2919000
USDRUB;60;20150710;030000;57.0967000
USDRUB;60;20150710;040000;55.4705000
USDRUB;60;20150710;050000;55.8441000
USDRUB;60;20150710;060000;55.8441000
USDRUB;60;20150710;070000;55.8441000
USDRUB;60;20150710;080000;55.8441000
USDRUB;60;20150710;090000;55.8441000
USDRUB;60;20150710;100000;55.8441000
USDRUB;60;20150710;110000;55.9316000
USDRUB;60;20150710;120000;56.4081000
USDRUB;60;20150710;130000;56.5690000
USDRUB;60;20150710;140000;56.6779000
USDRUB;60;20150710;150000;56.7460000
USDRUB;60;20150710;160000;56.6604000
USDRUB;60;20150710;170000;56.6191000
USDRUB;60;20150710;180000;56.4588000
USDRUB;60;20150710;190000;56.4809000
USDRUB;60;20150710;200000;56.4823000
USDRUB;60;20150710;210000;56.6336000
USDRUB;60;20150710;220000;56.5073000
USDRUB;60;20150710;230000;56.3041000
USDRUB;60;20150711;000000;56.3064000
USDRUB;60;20150711;010000;56.2828000
USDRUB;60;20150711;020000;56.2097000
USDRUB;60;20150711;030000;55.6597000
USDRUB;60;20150711;040000;56.3646000
USDRUB;60;20150711;050000;56.3646000
USDRUB;60;20150713;010000;56.3700000
USDRUB;60;20150713;020000;56.4485000
USDRUB;60;20150713;030000;56.4485000
USDRUB;60;20150713;040000;56.4485000
USDRUB;60;20150713;050000;56.3700000
USDRUB;60;20150713;060000;56.4485000
USDRUB;60;20150713;070000;56.4485000
USDRUB;60;20150713;080000;56.3700000
USDRUB;60;20150713;090000;55.4201000
USDRUB;60;20150713;100000;55.3554000
USDRUB;60;20150713;110000;55.3554000
USDRUB;60;20150713;120000;56.4854000
USDRUB;60;20150713;130000;56.4390000
USDRUB;60;20150713;140000;56.5491000
USDRUB;60;20150713;150000;56.8040000
USDRUB;60;20150713;160000;56.6722000
USDRUB;60;20150713;170000;56.6499000
USDRUB;60;20150713;180000;56.7158000
USDRUB;60;20150713;190000;56.6818000
USDRUB;60;20150713;200000;56.6226000
USDRUB;60;20150713;210000;56.7892000
USDRUB;60;20150713;220000;56.5111000
USDRUB;60;20150713;230000;56.3891000
USDRUB;60;20150714;000000;56.4590000
USDRUB;60;20150714;010000;56.5833000
USDRUB;60;20150714;020000;56.4483000
USDRUB;60;20150714;030000;56.1933000
USDRUB;60;20150714;040000;56.1741000
USDRUB;60;20150714;050000;55.0410000
USDRUB;60;20150714;060000;55.1230000
USDRUB;60;20150714;070000;55.3773000
USDRUB;60;20150714;080000;55.3773000
USDRUB;60;20150714;090000;55.6039000
USDRUB;60;20150714;100000;56.1167000
USDRUB;60;20150714;110000;55.7314000
USDRUB;60;20150714;120000;55.9720000
USDRUB;60;20150714;130000;56.9897000
USDRUB;60;20150714;140000;56.9521000
USDRUB;60;20150714;150000;56.9777000
USDRUB;60;20150714;160000;56.9591000
USDRUB;60;20150714;170000;56.9691000
USDRUB;60;20150714;180000;56.8585000
USDRUB;60;20150714;190000;56.7178000
USDRUB;60;20150714;210000;56.5520000
USDRUB;60;20150714;220000;56.4018000
USDRUB;60;20150714;230000;56.4546000
USDRUB;60;20150715;000000;56.4739000
USDRUB;60;20150715;010000;56.4641000
USDRUB;60;20150715;020000;56.4024000
USDRUB;60;20150715;030000;56.2788000
USDRUB;60;20150715;040000;56.1863000
USDRUB;60;20150715;050000;55.5227000
USDRUB;60;20150715;060000;55.5227000
USDRUB;60;20150715;070000;56.2604000
USDRUB;60;20150715;080000;56.2405000
USDRUB;60;20150715;090000;56.2236000
USDRUB;60;20150715;100000;56.2089000
USDRUB;60;20150715;110000;56.4794000
USDRUB;60;20150715;120000;56.2779000
USDRUB;60;20150715;130000;56.3901000
USDRUB;60;20150715;140000;56.6621000
USDRUB;60;20150715;150000;56.5996000
USDRUB;60;20150715;160000;56.5938000
USDRUB;60;20150715;170000;56.7148000
USDRUB;60;20150715;180000;56.7418000
USDRUB;60;20150715;190000;56.7366000
USDRUB;60;20150715;200000;56.8692000
USDRUB;60;20150715;210000;56.8242000
USDRUB;60;20150715;220000;56.8825000
USDRUB;60;20150715;230000;56.8658000
USDRUB;60;20150716;000000;56.8658000
USDRUB;60;20150716;010000;56.9266000
USDRUB;60;20150716;020000;56.9241000
USDRUB;60;20150716;030000;56.7584000
USDRUB;60;20150716;040000;56.7351000
USDRUB;60;20150716;050000;56.6635000
USDRUB;60;20150716;060000;56.5434000
USDRUB;60;20150716;070000;56.5434000
USDRUB;60;20150716;080000;56.5434000
USDRUB;60;20150716;090000;56.5425000
USDRUB;60;20150716;100000;56.6551000
USDRUB;60;20150716;110000;56.6573000
USDRUB;60;20150716;120000;56.7826000
USDRUB;60;20150716;130000;57.0319000
USDRUB;60;20150716;140000;56.9443000
USDRUB;60;20150716;150000;56.9184000
USDRUB;60;20150716;160000;56.8893000
USDRUB;60;20150716;170000;56.9274000
USDRUB;60;20150716;180000;56.9332000
USDRUB;60;20150716;190000;56.7177000
USDRUB;60;20150716;200000;56.5486000
USDRUB;60;20150716;210000;56.5421000
USDRUB;60;20150716;220000;56.6013000
USDRUB;60;20150716;230000;56.7687000
USDRUB;60;20150717;000000;56.8874000
USDRUB;60;20150717;010000;56.8662000
USDRUB;60;20150717;020000;56.9158000
USDRUB;60;20150717;030000;56.8443000
USDRUB;60;20150717;040000;56.8126000
USDRUB;60;20150717;050000;56.6162000
USDRUB;60;20150717;060000;56.6152000
USDRUB;60;20150717;070000;56.8608000
USDRUB;60;20150717;080000;56.7984000
USDRUB;60;20150717;090000;56.8844000
USDRUB;60;20150717;100000;56.8833000
USDRUB;60;20150717;110000;56.6770000
USDRUB;60;20150717;120000;56.5926000
USDRUB;60;20150717;130000;56.8205000
USDRUB;60;20150717;140000;56.8141000
USDRUB;60;20150717;150000;56.7791000
USDRUB;60;20150717;160000;56.8301000
USDRUB;60;20150717;170000;56.8012000
USDRUB;60;20150717;180000;56.8604000
USDRUB;60;20150717;190000;56.9680000
USDRUB;60;20150717;200000;56.8847000
USDRUB;60;20150717;210000;57.0621000
USDRUB;60;20150717;220000;56.9090000
USDRUB;60;20150717;230000;56.9105000
USDRUB;60;20150718;000000;57.0104000
USDRUB;60;20150718;010000;56.9240000
USDRUB;60;20150718;020000;56.9313000
USDRUB;60;20150718;030000;56.4233000
USDRUB;60;20150718;040000;56.9450000
USDRUB;60;20150718;050000;56.9566000
USDRUB;60;20150720;020000;56.9425000
USDRUB;60;20150720;030000;57.0191000
USDRUB;60;20150720;040000;56.9125000
USDRUB;60;20150720;050000;57.0169000
USDRUB;60;20150720;060000;57.0175000
USDRUB;60;20150720;070000;56.9835000
USDRUB;60;20150720;080000;57.0174000
USDRUB;60;20150720;090000;57.3009000
USDRUB;60;20150720;100000;57.1253000
USDRUB;60;20150720;110000;56.9415000
USDRUB;60;20150720;120000;57.3174000
USDRUB;60;20150720;130000;56.9565000
USDRUB;60;20150720;140000;56.7288000
USDRUB;60;20150720;150000;56.8291000
USDRUB;60;20150720;160000;56.8745000
USDRUB;60;20150720;170000;56.9960000
USDRUB;60;20150720;180000;56.9963000
USDRUB;60;20150720;190000;57.0348000
USDRUB;60;20150720;200000;57.0181000
USDRUB;60;20150720;210000;56.8556000
USDRUB;60;20150720;220000;56.8654000
USDRUB;60;20150720;230000;56.8772000
USDRUB;60;20150721;000000;56.9291000
USDRUB;60;20150721;010000;56.9191000
USDRUB;60;20150721;020000;56.9441000
USDRUB;60;20150721;030000;56.7774000
USDRUB;60;20150721;040000;56.8813000
USDRUB;60;20150721;050000;56.5134000
USDRUB;60;20150721;060000;56.5583000
USDRUB;60;20150721;070000;56.5583000
USDRUB;60;20150721;080000;56.9030000
USDRUB;60;20150721;090000;56.8942000
USDRUB;60;20150721;100000;56.8942000
USDRUB;60;20150721;110000;56.8942000
USDRUB;60;20150721;120000;56.9806000
USDRUB;60;20150721;130000;56.9498000
USDRUB;60;20150721;140000;57.0677000
USDRUB;60;20150721;150000;56.9115000
USDRUB;60;20150721;160000;56.9895000
USDRUB;60;20150721;170000;56.9654000
USDRUB;60;20150721;180000;56.9615000
USDRUB;60;20150721;190000;56.9652000
USDRUB;60;20150721;200000;56.7747000
USDRUB;60;20150721;210000;56.8166000
USDRUB;60;20150721;220000;56.9106000
USDRUB;60;20150721;230000;56.8969000
USDRUB;60;20150722;000000;56.9233000
USDRUB;60;20150722;010000;56.8490000
USDRUB;60;20150722;020000;56.8733000
USDRUB;60;20150722;030000;56.9401000
USDRUB;60;20150722;040000;56.6309000
USDRUB;60;20150722;050000;56.7809000
USDRUB;60;20150722;060000;56.7809000
USDRUB;60;20150722;070000;56.7809000
USDRUB;60;20150722;080000;56.7997000
USDRUB;60;20150722;090000;56.7631000
USDRUB;60;20150722;100000;56.8143000
USDRUB;60;20150722;110000;56.8810000
USDRUB;60;20150722;120000;56.7548000
USDRUB;60;20150722;130000;56.8363000
USDRUB;60;20150722;140000;57.0281000
USDRUB;60;20150722;150000;57.1191000
USDRUB;60;20150722;160000;57.1062000
USDRUB;60;20150722;170000;57.0961000
USDRUB;60;20150722;180000;57.1347000
USDRUB;60;20150722;190000;57.0862000
USDRUB;60;20150722;200000;57.0931000
USDRUB;60;20150722;210000;57.0754000
USDRUB;60;20150722;220000;57.1093000
USDRUB;60;20150722;230000;57.1191000
USDRUB;60;20150723;000000;57.1191000
USDRUB;60;20150723;010000;57.3591000
USDRUB;60;20150723;020000;57.4741000
USDRUB;60;20150723;030000;57.1107000
USDRUB;60;20150723;040000;57.1726000
USDRUB;60;20150723;050000;57.1726000
USDRUB;60;20150723;060000;57.1726000
USDRUB;60;20150723;070000;57.1726000
USDRUB;60;20150723;080000;57.2723000
USDRUB;60;20150723;090000;57.3274000
USDRUB;60;20150723;100000;57.3443000
USDRUB;60;20150723;110000;57.4166000
USDRUB;60;20150723;120000;57.3558000
USDRUB;60;20150723;130000;57.3575000
USDRUB;60;20150723;140000;57.3471000
USDRUB;60;20150723;150000;57.3591000
USDRUB;60;20150723;160000;57.5040000
USDRUB;60;20150723;170000;57.4350000
USDRUB;60;20150723;180000;57.4525000
USDRUB;60;20150723;190000;57.5473000
USDRUB;60;20150723;200000;57.5082000
USDRUB;60;20150723;210000;57.4797000
USDRUB;60;20150723;220000;57.5682000
USDRUB;60;20150723;230000;57.8133000
USDRUB;60;20150724;000000;57.8492000
USDRUB;60;20150724;010000;57.9187000
USDRUB;60;20150724;020000;57.9118000
USDRUB;60;20150724;030000;57.6940000
USDRUB;60;20150724;040000;57.6262000
USDRUB;60;20150724;050000;57.6446000
USDRUB;60;20150724;060000;57.6446000
USDRUB;60;20150724;070000;57.7105000
USDRUB;60;20150724;080000;57.6747000
USDRUB;60;20150724;090000;57.7662000
USDRUB;60;20150724;100000;57.5798000
USDRUB;60;20150724;110000;57.6853000
USDRUB;60;20150724;120000;57.6111000
USDRUB;60;20150724;130000;58.0241000
USDRUB;60;20150724;140000;58.0451000
USDRUB;60;20150724;150000;58.0869000
USDRUB;60;20150724;160000;58.2113000
USDRUB;60;20150724;170000;58.3284000
USDRUB;60;20150724;180000;58.4289000
USDRUB;60;20150724;190000;58.4385000
USDRUB;60;20150724;200000;58.6296000
USDRUB;60;20150724;210000;58.6812000
USDRUB;60;20150724;220000;58.4769000
USDRUB;60;20150724;230000;58.4868000
USDRUB;60;20150725;000000;58.4291000
USDRUB;60;20150725;010000;58.4103000
USDRUB;60;20150725;020000;58.3791000
USDRUB;60;20150725;030000;57.5830000
USDRUB;60;20150725;040000;58.4437000
USDRUB;60;20150725;050000;58.4437000
USDRUB;60;20150727;020000;58.4195000
USDRUB;60;20150727;030000;58.4195000
USDRUB;60;20150727;040000;58.4195000
USDRUB;60;20150727;050000;58.4195000
USDRUB;60;20150727;060000;58.4195000
USDRUB;60;20150727;070000;58.5950000
USDRUB;60;20150727;080000;58.3500000
USDRUB;60;20150727;090000;57.9134000
USDRUB;60;20150727;100000;57.8776000
USDRUB;60;20150727;110000;57.9938000
USDRUB;60;20150727;120000;57.9837000
USDRUB;60;20150727;130000;58.3234000
USDRUB;60;20150727;140000;58.8441000
USDRUB;60;20150727;150000;59.0486000
USDRUB;60;20150727;160000;59.5390000
USDRUB;60;20150727;170000;59.6120000
USDRUB;60;20150727;180000;59.5232000
USDRUB;60;20150727;190000;59.5069000
USDRUB;60;20150727;200000;59.4055000
USDRUB;60;20150727;210000;59.3463000
USDRUB;60;20150727;220000;59.4341000
USDRUB;60;20150727;230000;59.2408000
USDRUB;60;20150728;000000;59.2775000
USDRUB;60;20150728;010000;59.4518000
USDRUB;60;20150728;020000;59.6068000
USDRUB;60;20150728;030000;59.0954000
USDRUB;60;20150728;040000;59.0640000
USDRUB;60;20150728;050000;58.7792000
USDRUB;60;20150728;060000;58.8318000
USDRUB;60;20150728;070000;58.8318000
USDRUB;60;20150728;080000;58.9738000
USDRUB;60;20150728;090000;58.9738000
USDRUB;60;20150728;100000;58.8178000
USDRUB;60;20150728;110000;59.1241000
USDRUB;60;20150728;120000;58.8941000
USDRUB;60;20150728;130000;59.7619000
USDRUB;60;20150728;140000;60.2991000
USDRUB;60;20150728;150000;60.1091000
USDRUB;60;20150728;160000;59.9676000
USDRUB;60;20150728;170000;60.0510000
USDRUB;60;20150728;180000;60.1941000
USDRUB;60;20150728;190000;60.0241000
USDRUB;60;20150728;200000;60.1999000
USDRUB;60;20150728;210000;60.5491000
USDRUB;60;20150728;220000;60.1079000
USDRUB;60;20150728;230000;60.2891000
USDRUB;60;20150729;000000;60.0858000
USDRUB;60;20150729;010000;59.9394000
USDRUB;60;20150729;020000;59.9166000
USDRUB;60;20150729;030000;59.8098000
USDRUB;60;20150729;040000;59.8591000
USDRUB;60;20150729;050000;59.9702000
USDRUB;60;20150729;060000;59.9648000
USDRUB;60;20150729;070000;59.4154000
USDRUB;60;20150729;080000;59.6109000
USDRUB;60;20150729;090000;59.6109000
USDRUB;60;20150729;100000;59.4828000
USDRUB;60;20150729;110000;58.6276000
USDRUB;60;20150729;120000;59.5708000
USDRUB;60;20150729;130000;59.2409000
USDRUB;60;20150729;140000;59.7985000
USDRUB;60;20150729;150000;59.7932000
USDRUB;60;20150729;160000;59.4247000
USDRUB;60;20150729;170000;59.4586000
USDRUB;60;20150729;180000;59.4023000
USDRUB;60;20150729;190000;59.5741000
USDRUB;60;20150729;200000;59.6371000
USDRUB;60;20150729;210000;59.2512000
USDRUB;60;20150729;220000;58.9891000
USDRUB;60;20150729;230000;58.7161000
USDRUB;60;20150730;000000;58.6531000
USDRUB;60;20150730;010000;58.7091000
USDRUB;60;20150730;020000;58.6593000
USDRUB;60;20150730;030000;57.8594000
USDRUB;60;20150730;040000;58.4179000
USDRUB;60;20150730;050000;58.3859000
USDRUB;60;20150730;060000;58.6308000
USDRUB;60;20150730;070000;58.4574000
USDRUB;60;20150730;080000;58.4671000
USDRUB;60;20150730;090000;57.8874000
USDRUB;60;20150730;100000;57.9255000
USDRUB;60;20150730;110000;57.9255000
USDRUB;60;20150730;120000;58.5427000
USDRUB;60;20150730;130000;59.1357000
USDRUB;60;20150730;140000;59.0049000
USDRUB;60;20150730;150000;59.0870000
USDRUB;60;20150730;160000;59.2881000
USDRUB;60;20150730;170000;59.5795000
USDRUB;60;20150730;180000;59.5736000
USDRUB;60;20150730;190000;59.6008000
USDRUB;60;20150730;200000;59.8890000
USDRUB;60;20150730;210000;59.5894000
USDRUB;60;20150730;220000;59.4041000
USDRUB;60;20150730;230000;59.3233000
USDRUB;60;20150731;000000;59.6351000
USDRUB;60;20150731;010000;59.5693000
USDRUB;60;20150731;020000;59.6725000
USDRUB;60;20150731;030000;59.5371000
USDRUB;60;20150731;040000;59.5062000
USDRUB;60;20150731;050000;59.4672000
USDRUB;60;20150731;060000;59.4977000
USDRUB;60;20150731;070000;59.5211000
USDRUB;60;20150731;080000;59.5142000
USDRUB;60;20150731;090000;59.5142000
USDRUB;60;20150731;100000;59.5173000
USDRUB;60;20150731;110000;59.5225000
USDRUB;60;20150731;120000;59.5740000
USDRUB;60;20150731;130000;59.8765000
USDRUB;60;20150731;140000;60.3044000
USDRUB;60;20150731;150000;60.4088000
USDRUB;60;20150731;160000;60.3591000
USDRUB;60;20150731;170000;60.6759000
USDRUB;60;20150731;180000;60.9692000
USDRUB;60;20150731;190000;60.8141000
USDRUB;60;20150731;200000;60.5504000
USDRUB;60;20150731;210000;60.9941000
USDRUB;60;20150731;220000;61.1806000
USDRUB;60;20150731;230000;61.4539000
USDRUB;60;20150801;000000;61.3807000
USDRUB;60;20150801;010000;61.5378000
USDRUB;60;20150801;020000;61.5891000
USDRUB;60;20150801;030000;61.2897000
USDRUB;60;20150801;040000;60.6000000
USDRUB;60;20150801;050000;61.4746000
USDRUB;60;20150802;230000;60.6000000
USDRUB;60;20150803;000000;60.6000000
USDRUB;60;20150803;010000;60.6000000
USDRUB;60;20150803;020000;60.8998000
USDRUB;60;20150803;030000;61.7230000
USDRUB;60;20150803;040000;61.6285000
USDRUB;60;20150803;050000;61.7202000
USDRUB;60;20150803;060000;61.7193000
USDRUB;60;20150803;070000;60.8625000
USDRUB;60;20150803;080000;61.4196000
USDRUB;60;20150803;090000;60.9273000
USDRUB;60;20150803;100000;60.7510000
USDRUB;60;20150803;110000;60.8781000
USDRUB;60;20150803;120000;61.2561000
USDRUB;60;20150803;130000;61.7033000
USDRUB;60;20150803;140000;62.3841000
USDRUB;60;20150803;150000;62.4641000
USDRUB;60;20150803;160000;62.5634000
USDRUB;60;20150803;170000;62.5094000
USDRUB;60;20150803;180000;62.5401000
USDRUB;60;20150803;190000;62.7501000
USDRUB;60;20150803;200000;62.6551000
USDRUB;60;20150803;210000;62.4046000
USDRUB;60;20150803;220000;62.7510000
USDRUB;60;20150803;230000;62.9125000
USDRUB;60;20150804;000000;63.2391000
USDRUB;60;20150804;010000;63.4914000
USDRUB;60;20150804;020000;63.4018000
USDRUB;60;20150804;030000;63.1682000
USDRUB;60;20150804;040000;63.2812000
USDRUB;60;20150804;050000;63.2812000
